,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
226,Laytonville,CA,2019-09-20T15:00:00,light,1-3 seconds,"Occurred : 9/20/2019 15:00  (Entered as : 20/09/2019 15:00) Reported: 10/23/2019 2:02:41 AM 02:02 Posted: 12/1/2019 Location: Laytonville, CA Shape: Light Duration: 1-3 seconds","I'm not sure about the nature of this event but I found it quite unusual. I've got drone footage from Mendocino area, September 2019 and just had the chance to watch the footage. I can see random lights appearing from one point to another, sometimes at very fast speed and sometimes slightly changing direction. This has occurred several times (at least 8) and in different camera drone direction. I would like to know if you could be interested in watching the footage, perhaps through a screen sharing. 
 
",39.6631,-123.4981,09,Fall
96234,Lewisburg,WV,2014-01-06T19:00:00,triangle,20 minutes,"Occurred : 1/6/2014 19:00  (Entered as : 1/6/14 19:00) Reported: 1/8/2014 5:28:49 AM 05:28 Posted: 1/10/2014 Location: Lewisburg, WV Shape: Triangle Duration: 20 minutes Characteristics: There were lights on the object, The object changed color","((NUFORC Note:  Witness provides no information.  PD)) 
 
((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))",37.8117,-80.4434,01,Winter
138633,Walsenburg,CO,2022-01-17T05:59:00,circle,45 minutes,"Occurred : 1/17/2022 05:59  (Entered as : 01/17/2022 5:59 AM) Reported: 1/26/2022 4:15:41 PM 16:15 Posted: 3/4/2022 Location: Walsenburg, CO Shape: Circle Duration: 45 minutes Characteristics: There were lights on the object, Entities were seen, Animals reacted to the event","I have a video of this sighting. It was just about dawn and I had to let our dogs out and it could not be missed 
 
I looked up at this beautiful dawn lit sky and here’s this craft hovering with multiple alternating lights. This is 1 of 2 sightings of this craft in different levels of height but hovering in the same sky. Stars were all but gone. This craft was brighter than any star and again all stars were gone. I have a video of the first sighting and you can see the multiple lights. My grandfather was a judge here for over 30yrs. He had top secret clearance and worked for the Department of Defense. I am saying this because We have seen more than simply a craft. I was walking the dogs and coming home and there it was. It stood before corregaded tin and this is how I was able to see it. It was in what I would refer to a cammo mode. I am not crazy I have never been. My grandfather Julian Medina saw these guys when they crashed. This is not the first time we’ve seen things either.",37.6488,-104.7757,01,Winter
7327,Gilbert,AZ,2022-12-14T06:33:00,unknown,seconds,"Occurred : 12/14/2022 06:33  (Entered as : 12/14/2022 6:33 AM) Reported: 12/14/2022 7:44:36 AM 07:44 Posted: 12/22/2022 Location: Gilbert, AZ Shape: Unknown Duration: seconds Characteristics: The object left a trail, There was an aura or haze around the object","Object streaked across sky with a green haze and green trail 
 
An object appeared to the northeast while driving North on Val Vista in between Chandler Heights and Ocotillo at approximately 6:30 AM in Gilbert, AZ. It only lasted a few seconds, and my initial thoughts were maybe a ""shooting star"", however it was too close (distance seemed in our immediate airspace, similar to an airplane) or maybe a firework (however, it was rather fast and there was no explosion).",33.315533774834435,-111.75197284768213,12,Winter
82300,Norfolk,VA,2012-01-01T02:00:00,egg,20,"Occurred : 1/1/2012 02:00  (Entered as : 01/01/12 2:00) Reported: 12/31/2011 11:14:59 PM 23:14 Posted: 1/12/2012 Location: Norfolk, VA Shape: Egg Duration: 20 Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color, There were electrical or magnetic effects","red and white lights flashing egg  shape object making zig zag circular movement 
 
Bright red and white  flashing egg shaped craft around 2:am.  Observation thinking that it was an airplane but after 20 min of circular and zig zag movement, we conclude that this was not an airplane but rather something strange",36.87154181034483,-76.27074676724138,01,Winter
113772,New York,NY,2016-07-16T23:34:00,light,~5 minutes,"Occurred : 7/16/2016 23:34  (Entered as : 07/16/2016 23:34) Reported: 7/19/2016 9:00:28 AM 09:00 Posted: 7/22/2016 Location: New York City (Manhattan), NY Shape: Light Duration: ~5 minutes Characteristics: There were lights on the object","White lights seen flying slowly over Manhattan or Brooklyn, NY 
 
Observed 5 or more lights flying slowly in the sky.  Don't know what they were.  Could have been helicopters, but not sure.   
 
Please see the video taken from my phone:  
 
https://youtu.be/9158Y4Kq-Wc",40.75256378421113,-73.9844567179912,07,Summer
131268,Lewiston,MI,2020-08-11T22:03:00,fireball,30 seconds,"Occurred : 8/11/2020 22:03  (Entered as : 08/11/2020 22:03) Reported: 9/27/2020 7:20:33 PM 19:20 Posted: 11/5/2020 Location: Lewiston, MI Shape: Fireball Duration: 30 seconds Characteristics: There was an aura or haze around the object","Orange fireball shot over lake in Lewiston Michigan 
 
On August 11th 2020, the Perseids were shooting over the sky. My family and I were staying on a lake with virtually no light pollution so every night we would go out and watch the meteors. On this night, at around 10pm, I was looking over the lake when I saw an orange (what can only be described as a fireball) shooting over the sky, but it went over slowly.  It wasn't a meteor because of how slow it went over the lake. It took around 30 seconds to be out of eyesight.  My brother, mother, and father all saw this ufo, and we have no idea what they are.",44.8544,-84.2923,08,Summer
112897,Alberton,MT,2016-09-14T00:30:00,light,2 seconds,"Occurred : 9/14/2016 00:30  (Entered as : 09/14/16 00:30) Reported: 9/14/2016 1:18:51 AM 01:18 Posted: 9/15/2016 Location: Alberton, MT Shape: Light Duration: 2 seconds Characteristics: There was an aura or haze around the object, The object changed color","3 lights with aura no tail steaking torwards same location 
 
I was driving west on I-90. First light I seen I was at the nine mile exit.  It streaked across the sky south to north. It started bright white then bright green lasting 2 seconds. No tail visible. Thought that was a cool shooting star. 15 miles west I seen another one that got me thinking. It was bright white, no tail, lasting 2 seconds.  This one however moved in a curved crescent shape what seemed to be low and around a mountain south to north. The third was 2 miles down the road around the corner.  It too was bright white, no tail, lasting 2 seconds. Straight line south to north and low as well.  All 3 lights seemed to be heading towards the same spot.  They didn't look like a normal shooting star. They had a aura around them like a headlight on a car at night does.  Im not sure what they were.  Just seemed really weird that one would curve.   
 
Im a truck driver and drive mostly at night and have witnessed lots of other lights in this area, but not like this. 
 
Maybe note worthy?  A half hour later i noticed a weird cloud in the sky south of I-90. It was steaks and streaching.  Wider to the north going to a point in the south.  Other then those it was a clear night with almost a full moon that illuminated the streaching cloud.",46.9806,-114.4921,09,Fall
70745,Tualatin,OR,2011-11-25T15:00:00,light,3-5 min,"Occurred : 11/25/2011 15:00  (Entered as : 11/25/11 15:00) Reported: 11/25/2011 10:04:24 PM 22:04 Posted: 12/12/2011 Location: Tualatin, OR Shape: Light Duration: 3-5 min Characteristics: There was an aura or haze around the object","Light sphere above odd shaped clouds 
 
My husband and I noticed some strange looking clouds during our walk.  I took multiple photos of the clouds that were in a strange shape around the sun, one cloud had rainbow colors all around it.  then I noticed in the first two photos a light sphere was above 1 of the clouds, with a diamond shape right next to it, then in the second photo, the light sphere had moved higher.  We hadn't noticed the light sphere when I took the photos.  then the clouds began to move swiftly , perhaps the wind, but their shapes continued to look odd and very defined lines on edges of clouds.  I took several more photos, of the odd looking clouds, but without any more UFOs.",45.3716,-122.7656,11,Fall
87761,Marietta,GA,2013-11-30T17:43:00,changing,4 hours 21 minutes,"Occurred : 11/30/2013 17:43  (Entered as : 11/30/13 17:43) Reported: 12/2/2013 2:59:43 PM 14:59 Posted: 12/5/2013 Location: Marietta, GA Shape: Changing Duration: 4 hours 21 minutes Characteristics: There were lights on the object, The object left a trail, There was an aura or haze around the object, The object emitted other objects, The object changed color","Another Night of Large Sightings In Marietta Ga 
 
I witnessed several ""UFO's"" that appeared in the west, each one would hover for a few moments then proceed to the south.  This pattern was repeated for the next several hours. One by one, the UFO's would appear, hover, then proceed south.  My son, and I did see a few crafts moving to the north, but I could not make out the shape only the flashing lights.  We also observed a very bright shape in the southern sky that appeared to be a star, but was very large and had a very large hue around it.  As, I observed it through the binoculars and I could see flashing lights enter the object.   At one point 6 ""UFO's"" appeared and moved into what looked like a formation.  I also was able to see through the binoculars that they seemed to be traveling in pairs, so my numbers could be way off.  They change shape, as I did see a saucer shape very clearly and sketched it out as soon as I saw it, but also other shapes that resembled a cigar and some that appeared to have a tail like a comma, among others. The colors varied from ship to ship, but most has blue, red, yellow, gold, maybe green alternating flashing/pulsating.  It really depends on the angle I was looking and the distance, but the colors were present on all the crafts.",33.96426005089059,-84.5161530534351,11,Fall
